,tweets,user_name,location,geo
1943,"@RealJamesWoods Too bad there's not an area in some state, call it Utopia for the bird brains, where they can all g… https://t.co/3QDUNjGrX3",mayksnocens,,
1944,@drsimonegold Doc your 100%correct it works 4of my best friends had COVID-19🦠😷on there last leg with the ventilator… https://t.co/XRxKmmlMjU,delleh21,"Ocean City, MD",
1945,"Wagga Wagga (Wed 29 July)
COVID Cases Total : 11
Hotel quarantine case in Syd 23-Jul. NO other cases in small towns… https://t.co/E3hAikRvxn",waggacrow,"Wagga Wagga, Australia",
1946,@Dereklowe and now we cross live for the  State of the Virion address by President Covid of the United States ..,KrysHeffernan,,
1947,"@realDonaldTrump 150,000+ Americans are dead. Can you put $$$ out of your mind for five minutes and pay attention to COVID instead?",QEDmostly,United States,
1948,School closures in spring linked to drastic decrease in Covid-19 cases and deaths https://t.co/rMhByayN5f via @statnews,maroser,Austin,
1949,"@PaulMer18453954 Sorry Paul, Parks and Recreation does not have jurisdiction on this matter. However, there is an o… https://t.co/JnZPJKhK2Z",newwestrec,"New Westminster, BC, Canada",
1950,"@JohnFugelsang Why didn’t he get Covid from his wife?

Why do these creepy knuckle draggers get off unscathed?",AGirlHasNoPOTUS,"Massachusetts, USA",
1951,I really didn’t expect covid to be going on this long 🥴,theyreallyh8nae,w| kassia,
1952,"Good Morning! Everyone😃

Thank you so much for my birthday greetings from all of you.
Though COVID-19 is still spre… https://t.co/xgIn1X2q9q",HealthyPen,京都 八幡市,
1953,@markmar43049153 @sunriseon7 @Riley7News @JaneCaro @ScottMorrisonMP Or runs off to a fishery in Queensland or goes… https://t.co/HMuLIexKby,SusanDeeW,,
1954,@Z_Bethel88 @MaxCorcoranBHG @MikeDeWine @GovMikeDeWine @LtGovHusted @OhioHealth There was a doctor that said she ha… https://t.co/5unLK7Zkgy,C2daDu6,,
1955,"This analogy puts COVID in perspective.

Major airline accidents are very rare. Imagine if there were 50 major airl… https://t.co/j5yqRDbNHH",OlavChristians1,,
1956,"Ohio had 40 deaths in 24 hours, which is 10 more than Virginia. FL &amp; CA had around 200 deaths, each.

USA is rushin… https://t.co/HXehfi2iVY",Heerak4Congress,"Arlington, Virginia",
1957,@Cappers52677983 @emrazz Rapist think that they're entitled to women. They're not think about covid.,Godlesswh_re,Arizona ,
1958,"The Patriot https://t.co/MmaJSDuWR4 via @YouTube 
reflecting on this Covid-19 pandemic had me watching a not so goo… https://t.co/llI6f6RIN9",larryd41,Alabama,
1959,"@BBMP_MAYOR 
Kindly make sure mobile and address verification should not slow down Covid testing in the state.
I am… https://t.co/Ud1MVnPZ5W",ranjan_ramendra,"ORAI, Uttar Pradesh, India",
1960,@vegix Trump since he is responsible for the huge loss to COVID. His lies...his ignorance...his refusal to aid Amer… https://t.co/jGUGZjpDba,deedee_dog,,
1961,@IGN Bc covid and trump weren’t enough making the world sick in 2020???,TFlies,"New Jersey, USA",
1962,"Hi,
The poor kids are #suffering with #hunger during this pandemic #COVID-19, they are looking for food and some… https://t.co/K1ESOblL3l",sampathifounda1,"Hyderabad, India",
1963,@kevinfolta @drsimonegold Depends on the state you live in...Texas said pharamacy couldn’t give it for Covid but th… https://t.co/ajqsfFfwSq,mskejj,,
1964,Oh boy... https://t.co/19aWnSzwlm #coronavirus #COVID19,adventuregirl,Sharing Life's Adventures!,
1965,@lynn_seguin @jacquie_1959 Yep ear infection dr told her not to go out in public due to covid concerns.  She gets a… https://t.co/sfaYHM5DnR,DefinitionHolly,"Rural, Ontario",
1966,"Me, 20 minutes ago: you shouldn't be mean to me because COVID has affected media and my wife.

Me now: lol covid ki… https://t.co/Gt5MioUx1w",petegaines,"Chicago, America",
1967,@GlassHouses73 @drsimonegold Thanks Wendy- this is for a different viral strain though. Have you seen any addressing Covid-19?,SPriceDevice,,
1968,@HilliardSchools @FC_PublicHealth More suicides than covid deaths.,lavontewagoner,"Columbus, GA",
1969,It’s @LeTour Tour de France month (it’s COVID-19 postponed to late August now). When any leading rider is asked who… https://t.co/cvCTAqDMN8,esgarchitect,"PA + VT, USA + Cape Town RSA",
1970,@replouiegohmert @seanhannity Your death from covid being a warning to other idiots to actually follow scientific m… https://t.co/lgJlI9SXJv,clarkslick,,
1971,"If you need to travel to Puerto Rico, you must get a molecular COVID-19 test done no more than 72 hours prior to vi… https://t.co/3yyNJcX24f",condadoinsider,"San Juan, Puerto Rico",
1972,@SpanbergerVA07 Was it acceptable when @GovernorVA tried to dismantle our health care system? Virginia Hospital &amp; H… https://t.co/UxSU7uWCtA,Vera40122921,,
1973,@KnoxCollege1837 Can the class of 2020 apply for the COVID relief fund?,Tndo_tdub,Chicago,
1974,Why? What do F-35s have to do with COVID? https://t.co/m6xX7hHX0K,PatHernandez43,Orange County CA,
1975,Being COVID positive ain’t stopping mfs from partying just like being HIV positive ain’t stopping mfs from fuckin r… https://t.co/LE5PJUGoHE,IAintNevaFakin,"Washington, DC",
1976,"Between sending #COVID patients to nursing homes and shutting down #HCQ, Democrats have killed more Americans than… https://t.co/2Y7sbio2pd",SDCAUS,,
1977,"Dear sir, I follow ur each &amp; every tweet.Also admire ur concern towards society.Ur grief is genuine. sorry to corre… https://t.co/MM4vxuP9m6",matloob_1981,,
1978,My dads COVID test came back negative ayyyye🥳🥳🥳🥳,sel12040746,"Minnesota, USA",
1979,"⁦@realDonaldTrump⁩ ⁦@MarkMeadows⁩ ⁦@davidcicilline⁩

Are hospitals getting more money for positive Covid-19 positiv… https://t.co/bv1fgQx5S6",TRUMPSSOUTHHQ,,
1980,B.C. COVID-19 Update: 41 new cases https://t.co/aCTa3WnWXU https://t.co/tx8YJ7SIgK,VernonMattersca,"Vernon, British Columbia",
1981,"Calling all knitters! COVID-19 memorial blanket will be for Canadians, created by Canadians, in honour of those who… https://t.co/XZ8KG4neix",Lyndsay_CTV,"Toronto, Ontario",
1982,Conflict of interest widely confused by #Coalition government. Gas lobby’s leaked power grab for post #Covid19 subs… https://t.co/gM8EM1aTBa,andyg00d,Australia,
1983,@TheBasisPoint I’ve heard the idea bantered around.  But there’s enough money &amp; flows still going into multi-fam ho… https://t.co/CrKHtsGsaC,SCVGunner,bay area nor cal,
1984,@coreyonradio This is me since covid... https://t.co/VUd5NBO09w,jennysharie1983,"Hillcrest Heights, MD",
1985,@MHarrisPerry I'm on the CoVid Call I thought I knew you when the video started but I was throw off by not stating… https://t.co/rYU5eslctB,Dovescorner,Alcornite from South Chicago to Baton Rouge,
1986,I think he standing there to see if the workers tell him to comply with the COVID standards but hey https://t.co/ihdkMkuUnw,Marquopolo11,In Your Playlist ,
1987,PLAN  covid HUMO https://t.co/uUIQo720CD,maria08347982,,
1988,"@senatemajldr Sir, you may want to rewind to the beginning of this year for a little refresher on who has had the p… https://t.co/nuK3eUxcNE",housepantherqq,"Dover, DE",
1989,Why are conservatives pointing at democrat-run cities' covid rates as if it validates the conservative stance? It's… https://t.co/UcOfSOW3H3,GilbertKarmon,"Grand Rapids, MI",
1990,Decision Making in the Age of #COVID-19: the FRAME model https://t.co/49K7soTSiI https://t.co/96BuSs2hLG,fbaker,Columbia SC USA,
1991,OH THANKS A LOT BABES bcus of ur stupid selfish acts we can’t have another peaceful day after being 46days in a row… https://t.co/SUluLkXVBh,Liiivly,Gubbi Gubbi land,
1992,Covid messed up everyone’s plans everyone I know who was tryna relocate is putting it off til next year with everything going on😩,x_lovieee,,
1993,We need the trees to make oxygen exchange 2 live &amp; breathe.  Use ur heads. Stop taking the news as gospel hink outs… https://t.co/cqAm7A5iVU,BERLIN_BERGHAIN,Prenzlauer Berg,
1994,"@CCLcaribecrew However, don’t underestimate the power of hydroxychloroquine. The FDA can’t ok it for Covid for seve… https://t.co/saAsdL4lHj",EFSeaGal,USA,
1995,@tedlieu @realDonaldTrump Umm.. they are listening to experts and have done their research on the science of masks.… https://t.co/KWjWvZhDWL,A83Patriot,"Freedom City, USA",
1996,@SAcoustica @jrossetti007 @DC_Draino It’s censorship. Censorship is harmful. It was a first hand account of the exp… https://t.co/0cMv4vWTGX,Chrisfredma,,
1997,@ChuckCallesto I've never even taken the flu shot so I damn sure won't take a vaccine for Covid-19...,Sliqriq1,"California, USA",
1998,Let's all pray Louis Gohmert takes his hydroxyquine to fight Covid! 🙏 https://t.co/TN97PKZAVx,VonBeubelpharrt,"Las Vegas, NV",
1999,@chrislhayes We’re in so much trouble. I think the GOP thought cutting the CDC out of the Covid statistics business… https://t.co/NbZUsf7rS1,AnnaMcDuff,NY,
2000,"4/ Lastly, fellow patriots&amp;citizens, it’s your constitutional right to demonstrate against the gvt. Currently, the… https://t.co/kCkekzCA4w",Karikoga_Sibz,Africa,
2001,@chrisconte The impossible is the parents who will have nervous breakdowns worrying about their kids getting Covid-19,Rodsplace,,
2002,Musicians fret over Covid-19 impact on industry ⁦@thedruids1⁩  https://t.co/wnSJcnOe7a,LCMPromos,"Kildare, Ireland",
2003,"@CFox131313 @BNODesk Because it is Covid which is causing the death. 

Do you even have the slightest clue what the… https://t.co/FDxpuqN1op",scotbot,Sherwood,
2004,"Dallas County sets daily record for COVID-19 deaths, 36 https://t.co/LDDEoZ42nf",mann88,,
2005,🔴Covid_19 #Monagas https://t.co/hNkBTdRoMp,LasMonagas,"Monagas, Venezuela 🇻🇪",
2006,I’m convinced Marlins Man is the perpetrator of the covid outbreak.,SavianGill,,
2007,"@dfwactivist @Iwillnotfall Ok, yeah, no. It treats malaria and lupus and some kinds of arthritis. Even if it acted… https://t.co/L2kQS8BmWM",HappyFunNorm,,
2008,@AylingLindsay Funny how their Beloved university is designated a leading research center but that same univ admin… https://t.co/BVl5gRg5fS,MarukawaStaff,,
2009,@chrislhayes I know. Im so embarrassed to be from Texas. He does not represent my district. And then he said he pro… https://t.co/LYoWwSkRz6,bluecatgirl3,,
2010,"damn shame. kids deserve parents that take this seriously, not this. lesson learned?

COVID does not discriminate b… https://t.co/qlu0K0Yz2e",lakeys_dad,Topeka,
2011,"216 Floridians died from the virus on Tuesday, a new single-day record for the state.

An additional 9,448 people t… https://t.co/CyqSTdzILp",MaggieJordanACN,New York and DC,
2012,Louie Gohmert says he might have gotten COVID-19 from wearing a face mask https://t.co/1BSacFSBuU This man is an idiot,bluegigi,"Dallas, TX",
2013,i’ve gotten more emails about my billing and tuition from my college than i have about any updates or plans of what… https://t.co/YmK0ANJnHy,janelleskiwi,she/her,
2014,The Lancet Infectious Diseases: Study reveals where first cases of COVID-19 outside China may have originated based… https://t.co/QHpOVe1jqT,kgusler,"Stoneville, NC",
2015,"@Jay333N @Lit_On_The_Left @TTasticDesigns @politico You have a 0.5% chance to die from Covid. Saying it's 100,000 means nothing.",LadyOutrage_,"Clusterfuck, Twitter",
2016,"Ever wonder who the worst doctor in the world is?    Well, now you know. https://t.co/HTmUgODYoz",BydAsk,PDX,
2017,Select Coronvirus Task Force wondering why @RonDeSantisFL Florida (now epicenter of pandemic) is not following Whit… https://t.co/a1xKhhBte8,cspanSnark,Your amygdala,
2018,So first @youtube now @tiktok_us &amp; you too @instagram....NO ACCOUNTABILITY for #CovidYouTubers @tanamongeau… https://t.co/a4xePWEJnz,BellaSpirito777,Connecticut,
2019,@aflores @ReynaldoLeanos The title of the article should be that the government is illegally deporting  American ci… https://t.co/c2onE7nXoc,XeniaB16,"Texas, USA",
2020,"@Fucktwa25658102 @AlexBerenson If your theory of Covid does work in so many instances, maybe it is just the theory that is incorrect.",VanGennepD,,
2021,Food for thought: If these older gentleman can still continue their traditions during the COVID-19 pandemic while r… https://t.co/3yFHQOpNiU,MorganHambel,Wild and Wonderful,
2022,COVID-19 infections jump 33% in just 10 days among Tennessee children https://t.co/Ak3EtQeXve,EndGameWW3,America,
2023,@MattBrownEP Find out how much COVID tests cost,Ben_Jones88,State College,
2024,@LeicaLexus @StonkTendies @yrkiee @Breaking911 Malaria is caused by a single celled organism - an actual living cre… https://t.co/lhdhUiCCh4,LauraFretts,,
2025,seriously y’all have so many covid cases and Gen Z Americans have to cope with Karen’s being ignorant and literally… https://t.co/R1CPLONKvF,WOOZIWRLDS,she/her|MINOR,
2026,"THE SURGE: A Visual Companion to the Spread of Covid-19 in Texas, courtesy of @RealDonaldTrump: https://t.co/9Nb2HZRqAR",DavidBWriter,Pacific Northwest,
2027,"I just want to smack this mask, with the presidential seal on it, right off this sorry excuse for a human beings fa… https://t.co/0yaLx7dQm3",KevinEd19262708,,
2028,The Marlins are up to 18 positive tests for Covid 19 have they clinched the 1 seed in the playoffs yet @Mlb ?! #Mlb #COVID19,Renegade528,"Minneapolis, MN",
2029,"In my opinion this guy is a disgusting tool.

https://t.co/87fw3HGqQN",grafox709,"Bowling Green, KY",
2030,@millie0213 @Gosaguache @PepeTheQFrogGm1 @onyiforlife @stella_immanuel @realDonaldTrump @Mike_Pence @GOPLeader… https://t.co/8IEMpr2zYi,StyleUkno,Los Angeles,
2031,Florida reports record increase in COVID-19 deaths for second day running - AOL https://t.co/gWFPaBTBYy via @GoogleNews,Marine1JPN,Japan,
2032,i get my results to see if i have covid tomorrow i’m nervous,badbitchenerqy,simping,
2033,@ArcfaultJrf @StellaMMedeiros @DailyCaller Paper #2 The British Journal of Clinical Pharmacology Clinical outcomes… https://t.co/D0rBwFKcRC,hisgeorgelyness,"Fort Lauderdale, FL",
2034,About COVID-19 ... If only someone was smart enough 5 years ago - Watch this video ... https://t.co/QIOsyFr93b,stantjaden,Earth,
2035,"These people know it's wrong to do this, but do it anyway.  They know people will be hurt. Stupid

A GOP chairwoman… https://t.co/HZ3fZR89Gh",smallpawsdk,,
2036,"@covmass @notanobject @kerpen By health condition:

https://t.co/fZfJb223IB",thereal_truther,California,
2037,"Fire all the lazy ass teachers who don’t want to go back to work. There are plenty of young, out of work teachers o… https://t.co/EHD8kBc5w0",conserv8320,,
2038,"Covid-19 deaths have topped 150,000 in the US. Here's why that loss of life can't be ignored - CNN  #COVID19 😢 https://t.co/VYQjl3aNbD",tracyfromjax,"Jacksonville, FL",
2039,@vedraven Interpretation sure is needed if you believe facts matter and you want that belief to prevail. What makes… https://t.co/bkDQRVRGCu,paulgknox,Toronto Ontario Canada,
2040,"They should, at least put quotes round ""Covid-19"".
The correct name is the LGALOMWEIDBTV* Commission
(*Let's Grab A… https://t.co/EJS3pSghcP",arnotsmith,Brisbane,
2041,"@realDonaldTrump How about a day of silence (Twitter, etc) from you in thought about the COVID deaths there today?",setjmp2013,"Deansboro, New York",
2042,"@Rifleman4WVU It's not about helping anyone.
A lady I know just lost her husband to Covid. He wasn't old, mid 60s,… https://t.co/gale7w5i3J",WVmotoguy,,
2043,#Texans Are Now Dying Every Six Minutes From #COVID-19 https://t.co/JReL8PpTtr,Nesting4Awhile,USA,
2044,@NZNationalParty #DesperatelyDirty  #nzpol #NationalUnfitToGovern  Live: Covid-19 patient data leak report finds Na… https://t.co/VtY6Rt4zb7,Pahtrisha,USA and NZ,
2045,"this has been happening to me for months now, haha

we will NEVER go back to normal, this is the new normal

we wil… https://t.co/ZqzXAqVHOT",PhD_femme,unknown,
2046,"L.A. County reports 91 death from COVID-19, the most in a single day @latimes #LATimes #COVID19 #News #JustHeadlines",realAlexRWagner,"New York, NY",
2047,"@RepMattGaetz @seanhannity @FoxNews I see another one off you mask deniers got COVID-19, really hope you had lunch with him",kelleher_chris,"Alexandria, VA",
2048,@BrianOBlake @MarvelousMarcos Apparently tested positive for Covid,MystaAdam,"Encino, Los Angeles",
2049,"@JasmineSandlas Jasmine we love you!!! @malinivjkumar and I are your biggest fans out here in Ontario, pleaseeee co… https://t.co/8272bSZGdz",RSandill,"Toronto, Ontario",
2050,"‘Vaccine nationalism’ threatens global plan to distribute COVID-19 shots fairly
https://t.co/rZU4I8XWBl https://t.co/BiZMG526qz",Arthur59611540,USA,
2051,@JakeSherman Every person in that room that contracts Covid should sue him personally for endangering their lives &amp;… https://t.co/OpGOqR7Okr,MCelesteAuthor,"Long Island, New York",
2052,Florida Closing All State-Run COVID-19 Testing Sites Ahead of Storm https://t.co/2AqM85myvZ,vidya2002,"Miami, FL",
2053,I spoke on the phone the other day to a good friend who works in the entertainment industry and was shocked to disc… https://t.co/17jmxmstZV,peterreedsartis,"Chatham, Kent UK",
2054,"@Mary68207265 @cnnbrk Yeah right! Keep going and ask yourself if your source of information, Facecrook, could be a… https://t.co/Puo6TizpMN",bleu_fog,,
2055,@Phil_Johnson_ @bobditmer Wait...are you saying people actually got sick from others at churches before COVID-19???… https://t.co/7nIroS6jIC,jacobarthurNC,,
2056,10 residents with COVID-19 at Oklahoma veterans center die https://t.co/gjpZTCueUx,ForrestIre,,
2057,"@juukuchi The ban is symbolic, it's to create a press release.
No ethical doctor would prescribe it to a Covid pati… https://t.co/SQvG9I4K2g",FlappyBerk,United Kingdom,
2058,@TPUSA Bill Montgomery dying from covid is waaay funnier than this 🤣🤣🤣,IvanOozey,,
2059,JetBlue Deploys UV Cleaning Robot From LA Startup In COVID-19 Fight https://t.co/PIzAqHXuj0,socaltech,"Los Angeles, California, USA",
2060,covid gonna be like: https://t.co/EA9iezxTKI https://t.co/IoNhW8ArLG,intrnetboy,he/him; 17; 6’4”,
2061,"Florida reported a record increase in new COVID-19 deaths for a second successive day on Wednesday, with 217 fatali… https://t.co/NHBB5SiJtp",dubrow_wendy,,
2062,@CatMomofDash I dunno if I agree with this. I do have issues with some things some churches do but. Look a majority… https://t.co/PbuaGy07NF,NORCALIW378,Foothills of California ,
2063,"This Covid shit is like Boxing, protect yourself at all times 😷

You violate and the ‘Vid will demonstrate, Jay-Cov… https://t.co/3XtBxGuqG2",naotaBox,,
2064,@jenny6199 @tommorris32 @FOXFOOTY Don't worry about that. Your own has done that already.. have you's layed out the carpet for Mr covid yet,Jacko40736724,B,
2065,41 new cases in BC. #FML please @DrBonnieHenry don’t ground me. I’ve been doing what you told us to do all while wo… https://t.co/RE0McgQgg3,cvater77,"Vancouver Island,BC",
2066,"""Alright kids. You're getting older. You're gonna have new urges. You're gonna wanna take your masks off, and touch… https://t.co/oVb7DzFek2",BrighterHughes,"Mobile, AL",
2067,"@Amy_Siskind I think your Tweet just broke me for the day. I'm a hospice nurse in Texas, I'm used to losing 30 pati… https://t.co/vHJN3U2X8M",missysissy,"Houston, Texas",
2068,"@VictorOlliver It conjuncts my Sun and then my ascendant stationing on each degree. So, I expect to be fully charge… https://t.co/q9yY8A8ogg",DebraNishiview,"Kensington 3031, Melbourne",
2069,@realDonaldTrump This is ac criminal act. I know the Republicanthe Senators don’t see it but it is. This is as bad… https://t.co/JcEbple61K,GladysAyes,"Alaska, USA",
2070,"I'm honestly just glad that Dr. Hanley isn't a Kiwi.

""....we need to continue to practise that Safe Six.”

https://t.co/EJHhC9IdBT",ThatMcRider,Yukon 🇨🇦; From 🇦🇺; Also 🇬🇧 🇳🇱,
2071,"@co_sharp35 He doesn't have COVID, at least.",kat_hacker,Michigan,
2072,"Johns Hopkins researchers warn COVID vaccine delivery, distribution problems are looming https://t.co/6Neh2z9SOH",VictoriaSanchez,"Washington, DC",
2073,@kari6385 @nbc4i Midodrine is a drug you take safely for low blood pressure.  If you took it for high blood pressur… https://t.co/h5O6Our7uV,vpl216,Olmsted Falls OH,
2074,"@ReadJojolion 3 years (from end of GW, 2 years from now) is a possible time estimate since the studio didn't start… https://t.co/uqH4ev9yLv",FuzzyD75,your house ,
2075,"Patrick County’s COVID-19 outbreak seems to be leveling out, based on Wednesday’s figures from the Virginia Departm… https://t.co/D3ZGDYLFXt",MVilleBulletin,,
2076,would be necessary; you see all we’d all have to do is stay home! That’s it. So not only would we be fighting COVID… https://t.co/zZbFOYko08,besttypos,"Charlottesville, VA",
2077,"During COVID-19, at-risk groups are disproportionately victimized. Teen victims may find it especially difficult to… https://t.co/DalixgZI5f",1800VICTIMS,"Sacramento, California ",
2078,"@RobDenBleyker @UncleTerry19 @CTVNationalNews @CTVNews ""H1N1 is an influenza""

I cannot for the life of me believe… https://t.co/znrL006fPH",surveilz,🇨🇦 Canada,
2079,@JonsEcon @brookenichols Not for covid-19.,LaurenAnneWise,"Chestnut Hill, MA",
2080,"WORLD UPDATE #CoronaVirus #Covid_19

24 HOUR NEW CASES;

#Brazil    76,860
#USA       58,975 https://t.co/cwW2RUj9uH",PerthWAustralia,"Perth, Western Australia",
2081,Having a Negative Covid test is the new flex.,XoxoDiya,wherever God takes me,
2082,"Galveston County close to 8,500 COVID-19 cases as rate of growth slows https://t.co/6tbCQ1jSo4",impactnews,United States,
2083,"A Massachusetts party wasn’t meant to be a COVID-19 pandemic extravaganza, according to its host.

According to the… https://t.co/D6Q0VCNG81",NYDailyNews,New York City  /  fb.com/nydailynews,
2084,How is Atlanta not on lockdown doing fine and Miami on curfew basically lockdown and we doing horrible with Covid 🤦🏾‍♂️,BzGymlife,,
2085,Phase 2 test results of COVID-19 vaccine shows effectiveness on monkeys https://t.co/y73FiDstMO,WMUR9,New Hampshire,
2086,"Yakov Smirnoff, who grew up in Communist Russia, told the Branson City council that requiring masks would create a… https://t.co/HKPKhGsd9X",fultondoc1,,
2087,@KlausKblog @TheEconomist New Zealand has no Covid - the lockdown worked quite well. Taiwan is successful with stro… https://t.co/Fdu9pJ5CR1,GlobalMoo,,
2088,Manitoba health officials reported three new cases of COVID-19 Wednesday and say the number of people hospitalized… https://t.co/UPCpN8ODMc,680CJOB,"Winnipeg, Manitoba",
2089,This is disgusting. Total idiots that will prob get Covid but sadly spread it to innocent people. https://t.co/LZVPZ84Zao,RocksNoSalt,"Bel Air, Maryland",
2090,The first dog to test positive for coronavirus in the U.S. has died via @natgeo https://t.co/ReeQoNHgqF,runtzka,Canada,
2091,"Data Analysis: COVID-19 Is Filling Up Hospitals In Small Cities 

(Boise and Yakima are among the metro areas under… https://t.co/6AGsvMYw9q",Skellywright,,
2092,"@senatemajldr You mean like protecting business owners if they force workers back to soon and they get COVID, possi… https://t.co/QWFSoxehQs",theFAN2000,"Lakeland, FL",
2093,"A U.S. Customs and Border Protection spokesperson said in a statement, “by quickly expelling individuals who cross… https://t.co/RpqrptlQYa",hadysauce,"Dallas, TX",
2094,"@Qnir @TexasTribune I would; sorry to say it, but I would. So I’m a horrible human being, right?
But now think abou… https://t.co/WGAO6znIFC",EricExtempore,"Outskirts, Virgo Supercluster",
2095,@paulotrinjunior @isis_0726 @BBCWorld Right now your country is facing the worse COVID 19 epidemic not too far from… https://t.co/WwFjRRBrYQ,ARROxford,"London, England",
2096,@lmillr He also said the economy is heavily dependent on COVID so who really knows. But yeah I expect they BRRR as long as they need to.,Chase_NL,this twisted reality,
2097,"@whatifisaidit Hopefully he may experience full blown covid, without dying, to see just how horrific it is. NOBODY,… https://t.co/bDEugdl1Pj",HollieRood2,,
2098,@KDKA I forced nursing homes to admit patients who tested positive for COVID. As a result I killed the elderly beca… https://t.co/n1ZGwJ0QaQ,GrinchyPoo64,"Pennsylvania, USA",
2099,Not ideal to serve one up to the guy who has COVID,EVR551,"Chicago, IL",
2100,Jackson County reports first COVID-19 death https://t.co/GYFEyiaDze,VickieAldous,,
2101,@mitchellbasel Lord help us. COVID is never going to end.,Samyann_Writer,"Chicago, IL",
2102,"@Shadow35946328 @Gravitational @AdamGregoryWinn @DrEricDing Hi.Present a likely scenario where, if we assume HCQ is… https://t.co/qnbg6pr6yN",EoinJon,USA,
2103,@JimRHoughton Oh they realise. That’s why they’ve set up the ‘Covid’ Commission to introduce more taxpayer-funded subsidies to prop them up…,damienpbuckley,"Brisbane, Australia",
2104,@NerdMikey @gabby233 @GovTimWalz I don’t want to shut down regular driving. I don’t want to shut down the economy o… https://t.co/zzCGNb9N7o,GesellchenMike,"Rogers, MN",
2105,"Unofficial Victorian Covid cases over 700, 13 death's",Upshipcreeks,planet earth,
2106,@moralsofmaya @viphires @42Gnome @mick719 @Stand2getherAll @MpoppEileen @1933Baby @Suzettemorgand1 @RickyCa69392149… https://t.co/077Xmepoj3,yeahunoeme,"Right Here, Right Now",
2107,Lost my aunt to cancer and covid but it breaks my heart because my mom lost her sister and I have to see her like this,kng_shit,,
2108,"@EpiSection Has Covid-19 been isolated? No. It does not meet Koch's Postulates. Therefore, what are these tests tes… https://t.co/GVdsG2TdpP",SexyInsurgent,"924 W. Jackson St. Macomb, IL ",
2109,New evidence shows that COVID-19 can have lasting effects on heart health https://t.co/iHJ3X26FCa,kmoxnews,"St. Louis, MO",
2110,@Andro1dCS Yeah I’m not sure why they would go into franchising at all it’s very dumb I can’t really blame them thi… https://t.co/xoffrqcDL4,TaylorGZGZ,,
2111,"‘I want to stand up to #Trump’: #Portland protesters unleash fury over #BLM, #Covid-19 and economy 

https://t.co/JgTQPU8HPj",wavetop,Vancouver,
2112,@jbrownlife My dude!!! COVID can’t take away his greatness though.,CoachDrew83,"Salinas, CA",
2113,"Gov't Says Man Has Tested Positive for COVID, He Says He Has Never Been Tested https://t.co/jmMHh7f9Sx",djayburden609,WV,
2114,legit have not seen some of my friends follow covid precautions at all. https://t.co/lxqfSeJDm8,j23ssica,"Chicago, IL",
2115,"*where *
*Covid*
You’re welcome https://t.co/C2h0TNtnfd",Jackman1209,"Salt Lake City, UT",
2116,When do we switch from covid to presidential race?,Truk33180903,PNW,
2117,@donwinslow @ABC Everything Trump does is a gift to Russia. https://t.co/psOK4aEjpg  Putin apparently wanted COVID… https://t.co/5jgNmB1zwh,DeborahDitkows1,,
2118,Negative COVID-19 Tests Required for Keeneland Sale https://t.co/tMFHVuBbnC,TheDailyPayoff,Global,
2119,@KeeganThomson_ Walks have become part of my daily routine ever since COVID hit. Especially at night - love to watc… https://t.co/m5JqR44qoS,LindsayScar34,"Dallas, TX",
2120,BREAKING: Victoria announces horrifying spike in coronavirus with 723 new cases and 13 deaths in the biggest surge… https://t.co/brP070UpAM,DailyMailAU,Sydney,
2121,Democrats really need to step to the plate about what goes in this covid bill. So many sectors are struggling and n… https://t.co/p5sSXgn2TB,brianros1,Philadelphia,
2122,@MartinRemains @JeremyVineOn5 Infection rate in England is currently estimated 1/2000 or 0.05%. Infection mortality… https://t.co/rPLEI0AgDb,_notindifferent,"London, England",
2123,"@hscptcrash My dad’s got cancer, my brother’s mentally ill (Suidicdal) my mum is overworked and underpaid. I lost o… https://t.co/VDvD0cpA4y",D098Evelynn,,
2124,"i understand the fact of the matter that yes kids have very mild symptoms of covid, but those children have parents aunties and uncles.",_derricKING,dmv,
2125,@smitsmit_ @Kyle75102444 @FaZeBizzle @EpicGames @FNCompetitive What if ur 14 and can’t cause of COVID,ArchamboMax,,
2126,school closure &amp; ⬇️in COVID cases:US(population–base time series study).6wks data after school closures-⬇️ in COVID… https://t.co/5RsGVV7IzJ,BagaiDr,"New Delhi, India",
2127,@Roll_MeOneBitch That’s one positive out of COVID I guess!! You’re welcome America,john_boy51,,
2128,"that one thing abt ""are we gonna find out the reason there isn't as much covid amongst kids is bc schools were closed"" thing.......",tonyglowheart,active saltcano,
2129,"According to the bureau of labor and statistics, There were more jobs created in Obama’s last three years than in t… https://t.co/qtewJiJEHC",EpsmithSmith,,
2130,"@TheLivingLogos And here's more truth.  HCQ + Zinc + Zithromax + Bipap cures covid-19, in a day.  My allergist told… https://t.co/mH2jhSy4g6",DrueMark,Amerika,
2131,"@realDonaldTrump Liar liar pants on fire. It’s getting tiring hearing your total BS. Russia, mail in voting, Covid-… https://t.co/JdJUtemZOz",ThomasGravely,,
2132,"150,000 mfs died from Covid and I ain’t moved up on the section 8 list yet..... somebody lying 🤬🤬",Black_buttaflyK,"Rochester, NY",
2133,Infection control is a priority as it ensures patient care is safe and comfortable. Our procedures are up to date t… https://t.co/HspDMU0Uof,berkshireiowa,"Clive, IA",
2134,"@JamesTodaroMD @nativeBronxNY @US_FDA @WhiteHouse /5 If we work together, we can use HCQ now &amp; stop COVID-19 infect… https://t.co/4OiHQwKxTI",TaylorSorenson6,,
